date,price,iv,score,signal,sentiment
2026-02-04,406.385009765625,1.1448935446357726,50.36704847636042,BUY,bullish
2026-02-05,406.385009765625,1.1448935446357726,50.36704847636042,BUY,bullish
2026-02-11,406.385009765625,1.13174046667099,50.362831650045834,BUY,bullish
2026-02-21,406.385009765625,1.1316908621406554,50.36281574702379,BUY,bullish
2026-02-22,406.385009765625,1.1316908621406554,50.36281574702379,BUY,bullish
2026-02-24,406.4200134277344,1.134244787635803,50.36364630765601,BUY,bullish
2026-02-28,406.4200134277344,1.1316908621406554,50.36282750241532,BUY,bullish
