date,$open,$high,$low,$close,$volume,$amount
2026-03-09,294.3599853515625,306.79998779296875,294.0799865722656,306.3599853515625,29312100,
2026-03-10,306.1700134277344,309.510009765625,305.57000732421875,307.0400085449219,23239700,
2026-03-11,306.75,311.4200134277344,305.9200134277344,308.70001220703125,24125700,
2026-03-12,306.82000732421875,308.94000244140625,301.0299987792969,303.54998779296875,24928300,
2026-03-13,307.17999267578125,307.614990234375,300.44000244140625,302.2799987792969,23640054,
