date,$open,$high,$low,$close,$volume,$amount
2026-03-09,255.69000244140625,261.1499938964844,253.67999267578125,259.8800048828125,38218500,
2026-03-10,257.6499938964844,262.4800109863281,256.95001220703125,260.8299865722656,30590800,
2026-03-11,261.0899963378906,262.1300048828125,259.54998779296875,260.80999755859375,26218900,
2026-03-12,258.6600036621094,258.95001220703125,254.17999267578125,255.75999450683594,40794000,
2026-03-13,255.39999389648438,256.3299865722656,249.52000427246094,250.1199951171875,34193754,
