date,$open,$high,$low,$close,$volume,$amount
2026-03-09,634.780029296875,647.75,626.780029296875,647.3900146484375,13489700,
2026-03-10,653.5599975585938,660.2999877929688,649.0,654.0700073242188,9859300,
2026-03-11,654.760009765625,659.1199951171875,648.3599853515625,654.8599853515625,8977200,
2026-03-12,648.75,653.5,636.9000244140625,638.1799926757812,11617500,
2026-03-13,623.27001953125,629.169921875,609.5499877929688,613.7100219726562,18758294,
